sensor_id,temperature,timestamp,event_time,prev_temp,temp_change,moving_avg_temp,max_recent_temp,min_recent_temp
SENSOR_1,90.43,2026-05-04T23:32:13.704Z,2026-05-04T23:32:13.704Z,68.91,21.52000000000001,81.68,90.43,68.91
SENSOR_1,66.6,2026-05-04T23:45:43.704Z,2026-05-04T23:45:43.704Z,90.43,-23.830000000000013,75.31333333333333,90.43,66.6
SENSOR_1,68.65,2026-05-04T23:54:13.704Z,2026-05-04T23:54:13.704Z,66.6,2.0500000000000114,75.22666666666667,90.43,66.6
SENSOR_1,28.22,2026-05-04T23:55:13.704Z,2026-05-04T23:55:13.704Z,68.65,-40.43000000000001,54.49,68.65,28.22
SENSOR_1,93.13,2026-05-04T23:55:43.704Z,2026-05-04T23:55:43.704Z,28.22,64.91,63.333333333333336,93.13,28.22
SENSOR_1,44.52,2026-05-05T00:04:13.704Z,2026-05-05T00:04:13.704Z,93.13,-48.60999999999999,55.29,93.13,28.22
SENSOR_1,60.68,2026-05-05T00:06:43.704Z,2026-05-05T00:06:43.704Z,44.52,16.159999999999997,66.11,93.13,44.52
SENSOR_1,39.7,2026-05-05T00:09:43.704Z,2026-05-05T00:09:43.704Z,60.68,-20.979999999999997,48.300000000000004,60.68,39.7
SENSOR_1,69.0,2026-05-05T00:13:43.704Z,2026-05-05T00:13:43.704Z,39.7,29.299999999999997,56.46,69.0,39.7
SENSOR_1,45.1,2026-05-05T00:17:13.704Z,2026-05-05T00:17:13.704Z,69.0,-23.9,51.26666666666667,69.0,39.7
SENSOR_1,25.05,2026-05-05T00:18:43.704Z,2026-05-05T00:18:43.704Z,45.1,-20.05,46.38333333333333,69.0,25.05
SENSOR_1,89.92,2026-05-05T00:22:13.704Z,2026-05-05T00:22:13.704Z,25.05,64.87,53.35666666666666,89.92,25.05
SENSOR_1,38.37,2026-05-05T00:27:13.704Z,2026-05-05T00:27:13.704Z,89.92,-51.550000000000004,51.11333333333334,89.92,25.05
SENSOR_1,25.8,2026-05-05T00:33:43.704Z,2026-05-05T00:33:43.704Z,38.37,-12.569999999999997,51.36333333333334,89.92,25.8
SENSOR_1,90.56,2026-05-05T00:37:13.704Z,2026-05-05T00:37:13.704Z,25.8,64.76,51.576666666666675,90.56,25.8
SENSOR_1,21.56,2026-05-05T00:43:13.704Z,2026-05-05T00:43:13.704Z,90.56,-69.0,45.97333333333333,90.56,21.56
SENSOR_1,56.68,2026-05-05T00:47:13.704Z,2026-05-05T00:47:13.704Z,21.56,35.120000000000005,56.26666666666667,90.56,21.56
SENSOR_1,37.99,2026-05-05T00:57:43.704Z,2026-05-05T00:57:43.704Z,56.68,-18.689999999999998,38.74333333333333,56.68,21.56
SENSOR_1,38.77,2026-05-05T01:01:43.704Z,2026-05-05T01:01:43.704Z,37.99,0.7800000000000011,44.48,56.68,37.99
SENSOR_1,48.84,2026-05-05T01:07:13.704Z,2026-05-05T01:07:13.704Z,38.77,10.07,41.86666666666667,48.84,37.99
SENSOR_1,37.93,2026-05-05T01:10:43.704Z,2026-05-05T01:10:43.704Z,48.84,-10.910000000000004,41.84666666666667,48.84,37.93
SENSOR_1,63.37,2026-05-05T01:15:13.704Z,2026-05-05T01:15:13.704Z,37.93,25.439999999999998,50.046666666666674,63.37,37.93
SENSOR_1,55.66,2026-05-05T01:17:13.704Z,2026-05-05T01:17:13.704Z,63.37,-7.710000000000001,52.31999999999999,63.37,37.93
SENSOR_1,89.36,2026-05-05T01:23:43.704Z,2026-05-05T01:23:43.704Z,55.66,33.7,69.46333333333332,89.36,55.66
SENSOR_1,70.04,2026-05-05T01:27:13.704Z,2026-05-05T01:27:13.704Z,89.36,-19.319999999999993,71.68666666666667,89.36,55.66
SENSOR_1,67.43,2026-05-05T01:29:43.704Z,2026-05-05T01:29:43.704Z,70.04,-2.6099999999999994,75.61,89.36,67.43
SENSOR_1,56.59,2026-05-05T01:31:13.704Z,2026-05-05T01:31:13.704Z,67.43,-10.840000000000003,64.68666666666668,70.04,56.59
SENSOR_1,72.1,2026-05-05T01:31:43.704Z,2026-05-05T01:31:43.704Z,56.59,15.509999999999991,65.37333333333333,72.1,56.59
SENSOR_1,47.06,2026-05-05T01:36:13.704Z,2026-05-05T01:36:13.704Z,72.1,-25.039999999999992,58.583333333333336,72.1,47.06
SENSOR_1,51.53,2026-05-05T01:39:43.704Z,2026-05-05T01:39:43.704Z,47.06,4.469999999999999,56.89666666666667,72.1,47.06
SENSOR_1,25.94,2026-05-05T01:41:43.704Z,2026-05-05T01:41:43.704Z,51.53,-25.59,41.51,51.53,25.94
SENSOR_1,61.99,2026-05-05T01:54:43.704Z,2026-05-05T01:54:43.704Z,25.94,36.05,46.48666666666667,61.99,25.94
SENSOR_1,70.98,2026-05-05T01:55:43.704Z,2026-05-05T01:55:43.704Z,61.99,8.990000000000002,52.970000000000006,70.98,25.94
SENSOR_1,67.38,2026-05-05T01:56:43.704Z,2026-05-05T01:56:43.704Z,70.98,-3.6000000000000085,66.78333333333333,70.98,61.99
SENSOR_1,57.08,2026-05-05T02:01:13.704Z,2026-05-05T02:01:13.704Z,67.38,-10.299999999999997,65.14666666666666,70.98,57.08
SENSOR_1,39.06,2026-05-05T02:06:43.704Z,2026-05-05T02:06:43.704Z,57.08,-18.019999999999996,54.50666666666666,67.38,39.06
SENSOR_1,75.16,2026-05-05T02:07:13.704Z,2026-05-05T02:07:13.704Z,39.06,36.099999999999994,57.1,75.16,39.06
SENSOR_1,35.86,2026-05-05T02:09:13.704Z,2026-05-05T02:09:13.704Z,75.16,-39.3,50.026666666666664,75.16,35.86
SENSOR_10,96.36,2026-05-04T17:52:43.704Z,2026-05-04T17:52:43.704Z,,,96.36,96.36,96.36
SENSOR_10,42.49,2026-05-04T17:59:13.704Z,2026-05-04T17:59:13.704Z,96.36,-53.87,69.425,96.36,42.49
SENSOR_10,59.88,2026-05-04T17:59:43.704Z,2026-05-04T17:59:43.704Z,42.49,17.39,66.24333333333333,96.36,42.49
SENSOR_10,82.11,2026-05-04T18:08:13.704Z,2026-05-04T18:08:13.704Z,59.88,22.229999999999997,61.49333333333334,82.11,42.49
SENSOR_10,54.09,2026-05-04T18:19:13.704Z,2026-05-04T18:19:13.704Z,82.11,-28.019999999999996,65.36,82.11,54.09
SENSOR_10,72.61,2026-05-04T18:20:43.704Z,2026-05-04T18:20:43.704Z,54.09,18.519999999999996,69.60333333333334,82.11,54.09
SENSOR_10,36.21,2026-05-04T18:25:43.704Z,2026-05-04T18:25:43.704Z,72.61,-36.4,54.303333333333335,72.61,36.21
SENSOR_10,48.01,2026-05-04T18:35:43.704Z,2026-05-04T18:35:43.704Z,36.21,11.799999999999997,52.276666666666664,72.61,36.21
SENSOR_10,65.32,2026-05-04T18:39:43.704Z,2026-05-04T18:39:43.704Z,48.01,17.309999999999995,49.846666666666664,65.32,36.21
SENSOR_10,63.26,2026-05-04T18:40:13.704Z,2026-05-04T18:40:13.704Z,65.32,-2.059999999999995,58.86333333333332,65.32,48.01
SENSOR_10,65.34,2026-05-04T18:40:43.704Z,2026-05-04T18:40:43.704Z,63.26,2.0800000000000054,64.64,65.34,63.26
SENSOR_10,27.12,2026-05-04T18:47:13.704Z,2026-05-04T18:47:13.704Z,65.34,-38.22,51.906666666666666,65.34,27.12
SENSOR_10,72.89,2026-05-04T18:49:43.704Z,2026-05-04T18:49:43.704Z,27.12,45.769999999999996,55.116666666666674,72.89,27.12
SENSOR_10,38.75,2026-05-04T18:50:13.704Z,2026-05-04T18:50:13.704Z,72.89,-34.14,46.25333333333333,72.89,27.12
SENSOR_10,68.52,2026-05-04T18:57:43.704Z,2026-05-04T18:57:43.704Z,38.75,29.769999999999996,60.053333333333335,72.89,38.75
SENSOR_10,69.8,2026-05-04T19:00:13.704Z,2026-05-04T19:00:13.704Z,68.52,1.2800000000000011,59.02333333333333,69.8,38.75
SENSOR_10,50.12,2026-05-04T19:01:43.704Z,2026-05-04T19:01:43.704Z,69.8,-19.68,62.81333333333333,69.8,50.12
SENSOR_10,74.92,2026-05-04T19:07:43.704Z,2026-05-04T19:07:43.704Z,50.12,24.800000000000004,64.94666666666666,74.92,50.12
SENSOR_10,78.99,2026-05-04T19:10:13.704Z,2026-05-04T19:10:13.704Z,74.92,4.069999999999993,68.00999999999999,78.99,50.12
SENSOR_10,94.81,2026-05-04T19:15:13.704Z,2026-05-04T19:15:13.704Z,78.99,15.820000000000007,82.90666666666667,94.81,74.92
SENSOR_10,45.96,2026-05-04T19:16:13.704Z,2026-05-04T19:16:13.704Z,94.81,-48.85,73.25333333333334,94.81,45.96
SENSOR_10,23.17,2026-05-04T19:18:43.704Z,2026-05-04T19:18:43.704Z,45.96,-22.79,54.64666666666667,94.81,23.17
SENSOR_10,57.46,2026-05-04T19:21:43.704Z,2026-05-04T19:21:43.704Z,23.17,34.29,42.196666666666665,57.46,23.17
SENSOR_10,29.64,2026-05-04T19:23:13.704Z,2026-05-04T19:23:13.704Z,57.46,-27.82,36.75666666666667,57.46,23.17
SENSOR_10,26.41,2026-05-04T19:24:43.704Z,2026-05-04T19:24:43.704Z,29.64,-3.2300000000000004,37.836666666666666,57.46,26.41
SENSOR_10,73.78,2026-05-04T19:25:13.704Z,2026-05-04T19:25:13.704Z,26.41,47.370000000000005,43.276666666666664,73.78,26.41
SENSOR_10,91.59,2026-05-04T19:25:43.704Z,2026-05-04T19:25:43.704Z,73.78,17.810000000000002,63.92666666666667,91.59,26.41
SENSOR_10,56.76,2026-05-04T19:29:43.704Z,2026-05-04T19:29:43.704Z,91.59,-34.830000000000005,74.04333333333334,91.59,56.76
SENSOR_10,65.94,2026-05-04T19:36:13.704Z,2026-05-04T19:36:13.704Z,56.76,9.18,71.42999999999999,91.59,56.76
SENSOR_10,81.21,2026-05-04T19:41:43.704Z,2026-05-04T19:41:43.704Z,65.94,15.269999999999996,67.96999999999998,81.21,56.76
SENSOR_10,41.4,2026-05-04T19:48:13.704Z,2026-05-04T19:48:13.704Z,81.21,-39.809999999999995,62.849999999999994,81.21,41.4
SENSOR_10,78.39,2026-05-04T19:55:43.704Z,2026-05-04T19:55:43.704Z,41.4,36.99,67.0,81.21,41.4
SENSOR_10,92.96,2026-05-04T19:56:13.704Z,2026-05-04T19:56:13.704Z,78.39,14.569999999999993,70.91666666666667,92.96,41.4
SENSOR_10,60.17,2026-05-04T19:58:13.704Z,2026-05-04T19:58:13.704Z,92.96,-32.78999999999999,77.17333333333333,92.96,60.17
SENSOR_10,78.32,2026-05-04T20:03:13.704Z,2026-05-04T20:03:13.704Z,60.17,18.14999999999999,77.14999999999999,92.96,60.17
SENSOR_10,26.7,2026-05-04T20:09:43.704Z,2026-05-04T20:09:43.704Z,78.32,-51.61999999999999,55.06333333333333,78.32,26.7
SENSOR_10,33.13,2026-05-04T20:17:43.704Z,2026-05-04T20:17:43.704Z,26.7,6.430000000000003,46.050000000000004,78.32,26.7
SENSOR_10,43.3,2026-05-04T20:19:43.704Z,2026-05-04T20:19:43.704Z,33.13,10.169999999999995,34.376666666666665,43.3,26.7
SENSOR_10,26.51,2026-05-04T20:21:13.704Z,2026-05-04T20:21:13.704Z,43.3,-16.789999999999996,34.31333333333334,43.3,26.51
SENSOR_10,95.26,2026-05-04T20:23:43.704Z,2026-05-04T20:23:43.704Z,26.51,68.75,55.02333333333333,95.26,26.51
SENSOR_10,99.46,2026-05-04T20:32:43.704Z,2026-05-04T20:32:43.704Z,95.26,4.199999999999989,73.74333333333334,99.46,26.51
SENSOR_10,57.01,2026-05-04T20:36:43.704Z,2026-05-04T20:36:43.704Z,99.46,-42.449999999999996,83.91,99.46,57.01
SENSOR_10,44.88,2026-05-04T20:45:43.704Z,2026-05-04T20:45:43.704Z,57.01,-12.129999999999995,67.11666666666666,99.46,44.88
SENSOR_10,46.0,2026-05-04T20:47:43.704Z,2026-05-04T20:47:43.704Z,44.88,1.1199999999999974,49.29666666666666,57.01,44.88
SENSOR_10,41.56,2026-05-04T20:52:13.704Z,2026-05-04T20:52:13.704Z,46.0,-4.439999999999998,44.14666666666667,46.0,41.56
SENSOR_10,29.73,2026-05-04T20:53:13.704Z,2026-05-04T20:53:13.704Z,41.56,-11.830000000000002,39.09666666666667,46.0,29.73
SENSOR_10,97.76,2026-05-04T20:56:43.704Z,2026-05-04T20:56:43.704Z,29.73,68.03,56.35,97.76,29.73
SENSOR_10,24.13,2026-05-04T21:07:13.704Z,2026-05-04T21:07:13.704Z,97.76,-73.63000000000001,50.54,97.76,24.13
SENSOR_10,29.51,2026-05-04T21:08:43.704Z,2026-05-04T21:08:43.704Z,24.13,5.380000000000003,50.46666666666667,97.76,24.13
SENSOR_10,75.82,2026-05-04T21:18:43.704Z,2026-05-04T21:18:43.704Z,29.51,46.30999999999999,43.15333333333333,75.82,24.13
SENSOR_10,45.03,2026-05-04T21:39:43.704Z,2026-05-04T21:39:43.704Z,75.82,-30.789999999999992,50.120000000000005,75.82,29.51
SENSOR_10,29.64,2026-05-04T21:41:43.704Z,2026-05-04T21:41:43.704Z,45.03,-15.39,50.163333333333334,75.82,29.64
SENSOR_10,95.5,2026-05-04T21:45:43.704Z,2026-05-04T21:45:43.704Z,29.64,65.86,56.723333333333336,95.5,29.64
SENSOR_10,40.28,2026-05-04T21:49:43.704Z,2026-05-04T21:49:43.704Z,95.5,-55.22,55.14000000000001,95.5,29.64
SENSOR_10,80.21,2026-05-04T21:50:13.704Z,2026-05-04T21:50:13.704Z,40.28,39.92999999999999,71.99666666666667,95.5,40.28
SENSOR_10,88.2,2026-05-04T21:55:13.704Z,2026-05-04T21:55:13.704Z,80.21,7.990000000000009,69.56333333333333,88.2,40.28
SENSOR_10,81.76,2026-05-04T22:06:43.704Z,2026-05-04T22:06:43.704Z,88.2,-6.439999999999998,83.39,88.2,80.21
SENSOR_10,64.8,2026-05-04T22:09:43.704Z,2026-05-04T22:09:43.704Z,81.76,-16.960000000000008,78.25333333333333,88.2,64.8
SENSOR_10,91.65,2026-05-04T22:13:13.704Z,2026-05-04T22:13:13.704Z,64.8,26.85000000000001,79.40333333333334,91.65,64.8
SENSOR_10,79.21,2026-05-04T22:14:13.704Z,2026-05-04T22:14:13.704Z,91.65,-12.440000000000012,78.55333333333333,91.65,64.8
SENSOR_10,85.93,2026-05-04T22:21:43.704Z,2026-05-04T22:21:43.704Z,79.21,6.720000000000013,85.59666666666668,91.65,79.21
SENSOR_10,62.82,2026-05-04T22:23:43.704Z,2026-05-04T22:23:43.704Z,85.93,-23.110000000000007,75.98666666666666,85.93,62.82
SENSOR_10,68.52,2026-05-04T22:36:13.704Z,2026-05-04T22:36:13.704Z,62.82,5.699999999999996,72.42333333333333,85.93,62.82
SENSOR_10,45.35,2026-05-04T22:52:43.704Z,2026-05-04T22:52:43.704Z,68.52,-23.169999999999995,58.89666666666667,68.52,45.35
SENSOR_10,93.41,2026-05-04T22:56:43.704Z,2026-05-04T22:56:43.704Z,45.35,48.059999999999995,69.09333333333333,93.41,45.35
SENSOR_10,68.87,2026-05-04T22:59:13.704Z,2026-05-04T22:59:13.704Z,93.41,-24.539999999999992,69.21,93.41,45.35
SENSOR_10,90.92,2026-05-04T23:00:13.704Z,2026-05-04T23:00:13.704Z,68.87,22.049999999999997,84.39999999999999,93.41,68.87
SENSOR_10,94.41,2026-05-04T23:01:13.704Z,2026-05-04T23:01:13.704Z,90.92,3.489999999999995,84.73333333333333,94.41,68.87
SENSOR_10,24.24,2026-05-04T23:04:43.704Z,2026-05-04T23:04:43.704Z,94.41,-70.17,69.85666666666667,94.41,24.24
SENSOR_10,57.44,2026-05-04T23:12:43.704Z,2026-05-04T23:12:43.704Z,24.24,33.2,58.69666666666666,94.41,24.24
SENSOR_10,42.33,2026-05-04T23:13:13.704Z,2026-05-04T23:13:13.704Z,57.44,-15.11,41.336666666666666,57.44,24.24
SENSOR_10,24.65,2026-05-04T23:20:13.704Z,2026-05-04T23:20:13.704Z,42.33,-17.68,41.47333333333333,57.44,24.65
SENSOR_10,60.43,2026-05-04T23:25:43.704Z,2026-05-04T23:25:43.704Z,24.65,35.78,42.47,60.43,24.65
SENSOR_10,47.13,2026-05-04T23:26:13.704Z,2026-05-04T23:26:13.704Z,60.43,-13.299999999999997,44.07,60.43,24.65
SENSOR_10,40.56,2026-05-04T23:26:43.704Z,2026-05-04T23:26:43.704Z,47.13,-6.57,49.373333333333335,60.43,40.56
SENSOR_10,80.33,2026-05-04T23:28:13.704Z,2026-05-04T23:28:13.704Z,40.56,39.769999999999996,56.00666666666666,80.33,40.56
SENSOR_10,61.48,2026-05-04T23:29:43.704Z,2026-05-04T23:29:43.704Z,80.33,-18.85,60.79,80.33,40.56
SENSOR_10,99.22,2026-05-04T23:34:13.704Z,2026-05-04T23:34:13.704Z,61.48,37.74,80.34333333333333,99.22,61.48
SENSOR_10,70.2,2026-05-04T23:35:13.704Z,2026-05-04T23:35:13.704Z,99.22,-29.019999999999996,76.96666666666665,99.22,61.48
SENSOR_10,68.87,2026-05-04T23:40:13.704Z,2026-05-04T23:40:13.704Z,70.2,-1.3299999999999983,79.43,99.22,68.87
SENSOR_10,87.77,2026-05-04T23:44:43.704Z,2026-05-04T23:44:43.704Z,68.87,18.89999999999999,75.61333333333333,87.77,68.87
